name,typetime,num_fds,size_fds,size,num_joins,num_compose,num_override,num_filters,num_tblvars,num_literals,num_key_adds,num_key_dels,num_data_adds,num_data_dels,num_action_renames,eval_time,eval_in_size,eval_out_size,min_eval_size,min_eval_time
lo_ch_167,0.011206,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0.003099,338,677,0,0.000000
lo_db_167,0.009298,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0.002146,338,676,0,0.000000
lo_ev_167,0.013828,3,3,26,0,0,0,0,5,0,13,13,0,0,4,0.004768,338,342,0,0.000000
lo_la_167,0.308990,0,0,29,1,2,1,0,7,2,3,3,0,5,8,12.809038,338,1185,0,0.000000
ad_lo_167,0.007868,0,0,9,1,0,0,0,4,0,0,0,0,0,4,8.723974,506,672,0,0.000000
ad_ch_167,0.014782,0,0,13,1,0,0,0,7,1,0,0,0,0,4,7.515192,506,1345,0,0.000000
ad_db_167,0.013113,0,0,12,1,0,0,0,7,0,0,0,0,0,4,7.991076,506,1344,0,0.000000
ad_ev_167,0.016928,3,3,32,1,0,0,0,6,0,13,13,0,0,8,8.048058,506,676,0,0.000000
ad_la_167,0.384092,0,0,36,2,2,1,0,9,2,3,3,0,5,12,100.520134,506,3189,0,0.000000
ch_lo_167,0.010014,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0.001907,677,338,0,0.000000
ch_ad_167,0.009060,0,0,7,0,0,0,0,4,0,0,0,0,2,1,0.312090,677,506,0,0.000000
ch_db_167,0.010967,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0.002146,677,676,0,0.000000
ch_ev_167,0.016689,3,3,26,0,0,0,0,5,0,13,13,0,0,4,0.007153,677,342,0,0.000000
ch_la_167,0.289917,0,0,29,1,2,1,0,7,2,3,3,0,5,8,11.775017,677,1185,0,0.000000
db_lo_167,0.005007,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0.001192,676,338,0,0.000000
db_ad_167,0.007153,0,0,7,0,0,0,0,4,0,0,0,0,2,1,0.242949,676,506,0,0.000000
db_ch_167,0.010967,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0.003099,676,677,0,0.000000
db_ev_167,0.015974,3,3,26,0,0,0,0,5,0,13,13,0,0,4,0.006914,676,342,0,0.000000
db_la_167,0.413895,0,0,29,1,2,1,0,7,2,3,3,0,5,8,12.770176,676,1185,0,0.000000
ev_lo_167,0.017166,1,1,21,2,0,0,0,5,0,4,4,0,0,8,0.011921,342,344,0,0.000000
ev_ad_167,0.015974,1,1,25,2,0,0,0,6,0,4,4,0,2,9,0.296831,342,512,0,0.000000
ev_ch_167,0.110865,1,1,25,2,0,0,0,8,1,4,4,0,0,8,0.442028,342,689,0,0.000000
ev_db_167,0.015974,1,1,24,2,0,0,0,8,0,4,4,0,0,8,0.010014,342,688,0,0.000000
ev_la_167,0.357151,1,1,47,3,2,1,0,9,2,7,7,0,5,16,12.196064,342,1191,0,0.000000
la_lo_167,0.008821,0,0,17,1,2,0,0,6,0,0,0,0,2,6,103.175879,1185,2676,0,0.000000
la_ad_167,0.015020,0,0,15,0,2,0,0,6,0,0,0,0,2,5,12.785912,1185,1174,0,0.000000
la_ch_167,0.020981,0,0,21,1,2,0,0,9,1,0,0,0,2,6,105.093241,1185,5353,0,0.000000
la_db_167,0.014067,0,0,20,1,2,0,0,9,0,0,0,0,2,6,101.849079,1185,5352,0,0.000000
la_ev_167,0.020981,3,3,40,1,2,0,0,8,0,13,13,0,2,10,103.143930,1185,2680,0,0.000000
lo_ad_222,0.007153,0,0,7,0,0,0,0,4,0,0,0,0,2,1,0.728130,448,671,0,0.000000
lo_ch_222,0.010967,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0.002861,448,897,0,0.000000
lo_db_222,0.022173,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0.002146,448,896,0,0.000000
lo_ev_222,0.016212,3,3,26,0,0,0,0,5,0,13,13,0,0,4,0.005245,448,452,0,0.000000
lo_la_222,0.593901,0,0,29,1,2,1,0,7,2,3,3,0,5,8,24.044037,448,1405,0,0.000000
ad_lo_222,0.007868,0,0,9,1,0,0,0,4,0,0,0,0,0,4,12.830257,671,892,0,0.000000
ad_ch_222,0.015020,0,0,13,1,0,0,0,7,1,0,0,0,0,4,13.089180,671,1785,0,0.000000
ad_db_222,0.013113,0,0,12,1,0,0,0,7,0,0,0,0,0,4,13.597012,671,1784,0,0.000000
ad_ev_222,0.023127,3,3,32,1,0,0,0,6,0,13,13,0,0,8,14.199018,671,896,0,0.000000
ad_la_222,0.330925,0,0,36,2,2,1,0,9,2,3,3,0,5,12,196.959972,671,4069,0,0.000000
ch_lo_222,0.007868,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0.000954,897,448,0,0.000000
ch_ad_222,0.008821,0,0,7,0,0,0,0,4,0,0,0,0,2,1,0.468254,897,671,0,0.000000
ch_db_222,0.012159,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0.003099,897,896,0,0.000000
ch_ev_222,0.018120,3,3,26,0,0,0,0,5,0,13,13,0,0,4,0.007153,897,452,0,0.000000
ch_la_222,0.305176,0,0,29,1,2,1,0,7,2,3,3,0,5,8,18.636942,897,1405,0,0.000000
db_lo_222,0.006199,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0.001907,896,448,0,0.000000
db_ad_222,0.006199,0,0,7,0,0,0,0,4,0,0,0,0,2,1,1.003027,896,671,0,0.000000
db_ch_222,0.010967,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0.003099,896,897,0,0.000000
db_ev_222,0.016212,3,3,26,0,0,0,0,5,0,13,13,0,0,4,0.006199,896,452,0,0.000000
